Num. Cliente,Producto,Punto de venta,Día,Hora,Articulos,Precio,Empresa,Categoria,Historial Crediticio
1001,Tarjeta de crédito,Soriana 95,06/15/2024,02:47:53,Artículo 6,"$8,445.00",Soriana,Retail,736
7555,Afore,NA,06/15/2024,07:13:18,NA,"$5,673.00",Banorte,Sector Financiero,659
5432,Afore,NA,06/27/2024,00:47:39,NA,"$3,421.00",Banorte,Sector Financiero,737
1001,Tarjeta de débito,Soriana 968,06/16/2024,19:56:40,Artículo 17,"$8,578.00",Soriana,Alimentos y bebidas,736
5432,Fondos de Inversión,NA,06/12/2024,05:13:51,NA,"$6,521.00",Banorte,Sector Financiero,737
2002,Afore,NA,06/21/2024,14:37:14,NA,"$5,195.00",Banorte,Sector Financiero,389
5231,Tarjeta de débito,Spotify 877,06/05/2024,07:46:52,Artículo 35,"$8,230.00",Spotify,Clothing,406
8765,Tarjeta de débito,Mercado Libre 666,06/11/2024,09:15:13,Artículo 23,"$9,362.00",Mercado Libre,Electronics,480
1001,Fondos de Inversión,NA,07/03/2024,05:07:10,NA,"$3,698.00",Banorte,Sector Financiero,736
9980,Tarjeta de crédito,Banorte 548,06/10/2024,08:41:16,Artículo 2,"$9,120.00",Banorte,Comida a domicilio,501
5231,Fondos de Inversión,NA,06/09/2024,08:40:21,NA,"$4,130.00",Banorte,Sector Financiero,406
1234,Tarjeta de débito,Cinemex 984,06/29/2024,02:02:15,Artículo 17,"$6,154.00",Cinemex,Electronics,571
5231,Tarjeta de débito,Chedraui 948,06/25/2024,15:11:08,Artículo 4,"$8,845.00",Chedraui,Alimentos y bebidas,406
2002,Tarjeta de débito,Soriana 682,06/30/2024,22:46:26,Artículo 7,"$4,264.00",Soriana,Clothing,389
5432,Tarjeta de débito,Soriana 478,07/03/2024,05:25:52,Artículo 14,"$9,245.00",Soriana,Electronics,737
1001,Fondos de Inversión,NA,06/12/2024,19:47:00,NA,"$6,110.00",Banorte,Sector Financiero,736
5432,Afore,NA,06/16/2024,13:06:34,NA,"$3,898.00",Banorte,Sector Financiero,737
6478,Fondos de Inversión,NA,06/26/2024,07:14:14,NA,"$6,315.00",Banorte,Sector Financiero,611
6478,Fondos de Inversión,NA,06/24/2024,12:03:25,NA,"$2,329.00",Banorte,Sector Financiero,611
9876,Tarjeta de crédito,iShop 788,06/06/2024,18:07:47,Artículo 25,$408.00,iShop,Restaurant,591
5231,Afore,NA,06/07/2024,20:51:39,NA,"$3,370.00",Banorte,Sector Financiero,406
1234,Afore,NA,06/07/2024,00:45:16,NA,"$6,791.00",Banorte,Sector Financiero,571
1001,Afore,NA,07/02/2024,18:31:06,NA,"$6,547.00",Banorte,Sector Financiero,736
8765,Afore,NA,06/17/2024,14:40:06,NA,"$4,714.00",Banorte,Sector Financiero,480
1001,Tarjeta de débito,Uber Eats 146,06/07/2024,09:16:40,Artículo 46,"$4,351.00",Uber Eats,Clothing,736
1234,Tarjeta de crédito,Sanborns 655,06/06/2024,04:01:55,Artículo 14,"$4,208.00",Sanborns,Restaurant,571
8765,Tarjeta de débito,Chedraui 12,06/21/2024,22:31:53,Artículo 13,"$5,307.00",Chedraui,Tecnología,480
8765,Tarjeta de débito,Starbucks 822,06/05/2024,20:09:41,Artículo 22,"$2,394.00",Starbucks,Electronics,480
7555,Tarjeta de débito,iShop 291,06/18/2024,10:09:57,Artículo 6,"$3,592.00",iShop,Clothing,659
8765,Afore,NA,07/04/2024,22:26:14,NA,$920.00,Banorte,Sector Financiero,480
2002,Tarjeta de crédito,Amazon 383,06/23/2024,20:01:17,Artículo 6,"$3,091.00",Amazon,Tecnología,389
9876,Tarjeta de débito,Soriana 933,06/06/2024,22:58:14,Artículo 9,$960.00,Soriana,Entretenimiento,591
9876,Afore,NA,06/23/2024,15:02:39,NA,"$9,776.00",Banorte,Sector Financiero,591
7555,Fondos de Inversión,NA,06/09/2024,08:13:55,NA,"$1,295.00",Banorte,Sector Financiero,659
6478,Tarjeta de débito,Walmart 335,07/01/2024,04:01:30,Artículo 46,"$4,693.00",Walmart,Alimentos y bebidas,611
2002,Tarjeta de débito,Cinemex 348,06/10/2024,16:33:17,Artículo 11,"$1,578.00",Cinemex,Comida a domicilio,389
7555,Afore,NA,06/25/2024,07:28:56,NA,"$4,801.00",Banorte,Sector Financiero,659
8765,Afore,NA,06/05/2024,18:25:47,NA,"$8,472.00",Banorte,Sector Financiero,480
9980,Tarjeta de débito,Soriana 657,06/10/2024,03:44:48,Artículo 41,"$6,096.00",Soriana,Clothing,501
6478,Tarjeta de crédito,Starbucks 99,07/04/2024,02:27:44,Artículo 12,"$9,245.00",Starbucks,Alimentos y bebidas,611
7555,Tarjeta de crédito,Oxxo 292,06/12/2024,17:14:23,Artículo 11,"$2,562.00",Oxxo,Comida a domicilio,659
9980,Tarjeta de crédito,Cinemex 460,06/17/2024,07:42:40,Artículo 38,$360.00,Cinemex,Supermercado,501
2002,Afore,NA,06/18/2024,06:44:31,NA,"$6,538.00",Banorte,Sector Financiero,389
5231,Fondos de Inversión,NA,07/02/2024,04:29:43,NA,"$7,884.00",Banorte,Sector Financiero,406
9980,Tarjeta de crédito,Oxxo 456,06/09/2024,10:24:41,Artículo 2,"$6,467.00",Oxxo,Supermercado,501
5231,Tarjeta de débito,Liverpool 819,06/19/2024,19:23:29,Artículo 15,"$9,504.00",Liverpool,Electronics,406
8765,Afore,NA,06/08/2024,00:51:10,NA,"$2,866.00",Banorte,Sector Financiero,480
1234,Fondos de Inversión,NA,06/22/2024,20:12:30,NA,"$4,493.00",Banorte,Sector Financiero,571
9876,Afore,NA,06/29/2024,13:36:11,NA,"$9,451.00",Banorte,Sector Financiero,591
1001,Fondos de Inversión,NA,06/26/2024,00:41:06,NA,"$9,427.00",Banorte,Sector Financiero,736
2002,Afore,NA,06/23/2024,07:11:08,NA,"$5,987.00",Banorte,Sector Financiero,389
2002,Tarjeta de débito,El Palacio de Hierro 16,06/20/2024,23:34:48,Artículo 41,"$6,702.00",El Palacio de Hierro,Entretenimiento,389
9980,Fondos de Inversión,NA,06/30/2024,12:33:52,NA,"$2,491.00",Banorte,Sector Financiero,501
1234,Fondos de Inversión,NA,07/01/2024,03:18:16,NA,"$9,238.00",Banorte,Sector Financiero,571
9876,Tarjeta de débito,El Palacio de Hierro 207,07/03/2024,16:13:44,Artículo 2,"$9,795.00",El Palacio de Hierro,Electronics,591
7555,Tarjeta de débito,Cinemex 226,07/03/2024,08:56:19,Artículo 44,"$8,907.00",Cinemex,Alimentos y bebidas,659
5231,Fondos de Inversión,NA,06/27/2024,03:59:31,NA,"$1,166.00",Banorte,Sector Financiero,406
7555,Tarjeta de débito,Amazon 641,06/18/2024,05:08:20,Artículo 17,"$7,613.00",Amazon,Electronics,659
6478,Afore,NA,06/17/2024,06:37:50,NA,"$1,999.00",Banorte,Sector Financiero,611
8765,Fondos de Inversión,NA,06/24/2024,20:11:31,NA,$118.00,Banorte,Sector Financiero,480
1001,Tarjeta de débito,Chedraui 792,06/28/2024,16:59:08,Artículo 13,"$4,646.00",Chedraui,Electronics,736
8765,Afore,NA,06/24/2024,15:20:21,NA,"$1,531.00",Banorte,Sector Financiero,480
2002,Tarjeta de débito,Banorte 816,06/04/2024,06:38:09,Artículo 30,"$1,001.00",Banorte,Alimentos y bebidas,389
6478,Tarjeta de débito,Walmart 385,06/20/2024,02:34:55,Artículo 43,"$3,136.00",Walmart,Restaurant,611
2002,Afore,NA,06/05/2024,04:30:44,NA,"$8,604.00",Banorte,Sector Financiero,389
9876,Tarjeta de débito,Oxxo 805,06/18/2024,22:45:30,Artículo 26,"$1,982.00",Oxxo,Entretenimiento,591
7555,Tarjeta de crédito,Chedraui 52,06/12/2024,22:19:21,Artículo 7,"$4,179.00",Chedraui,Electronics,659
7555,Tarjeta de débito,Liverpool 444,06/19/2024,19:41:30,Artículo 12,"$5,237.00",Liverpool,Electronics,659
2002,Afore,NA,06/24/2024,05:56:21,NA,"$5,158.00",Banorte,Sector Financiero,389
5432,Tarjeta de crédito,Uber Eats 398,06/13/2024,19:55:39,Artículo 12,"$2,955.00",Uber Eats,Tecnología,737
1234,Tarjeta de crédito,Soriana 467,07/03/2024,15:33:22,Artículo 16,"$1,041.00",Soriana,Electronics,571
1234,Tarjeta de crédito,El Palacio de Hierro 471,06/25/2024,19:08:50,Artículo 12,"$8,389.00",El Palacio de Hierro,Electronics,571
7555,Afore,NA,06/18/2024,20:59:06,NA,"$6,248.00",Banorte,Sector Financiero,659
6478,Fondos de Inversión,NA,06/04/2024,14:16:47,NA,"$8,764.00",Banorte,Sector Financiero,611
5231,Tarjeta de crédito,El Palacio de Hierro 623,07/01/2024,17:49:23,Artículo 13,"$3,720.00",El Palacio de Hierro,Comida a domicilio,406
8765,Tarjeta de débito,Liverpool 52,06/08/2024,09:50:04,Artículo 11,"$9,023.00",Liverpool,Supermercado,480
8765,Afore,NA,06/09/2024,10:41:37,NA,"$3,912.00",Banorte,Sector Financiero,480
2002,Afore,NA,06/12/2024,02:56:34,NA,"$8,201.00",Banorte,Sector Financiero,389
2002,Afore,NA,06/17/2024,09:57:12,NA,$838.00,Banorte,Sector Financiero,389
2002,Afore,NA,06/12/2024,20:53:10,NA,"$6,451.00",Banorte,Sector Financiero,389
5231,Fondos de Inversión,NA,06/29/2024,14:22:25,NA,"$4,448.00",Banorte,Sector Financiero,406
9980,Tarjeta de débito,Chedraui 490,06/29/2024,06:27:16,Artículo 5,"$1,297.00",Chedraui,Entretenimiento,501
9876,Tarjeta de débito,Starbucks 959,06/25/2024,22:47:06,Artículo 12,"$8,759.00",Starbucks,Alimentos y bebidas,591
1234,Tarjeta de débito,El Palacio de Hierro 288,06/17/2024,15:54:08,Artículo 15,"$7,938.00",El Palacio de Hierro,Restaurant,571
5432,Tarjeta de débito,Cinemex 196,06/14/2024,23:43:05,Artículo 20,"$8,602.00",Cinemex,E-commerce,737
2002,Tarjeta de crédito,Liverpool 813,06/27/2024,04:44:20,Artículo 20,"$8,154.00",Liverpool,Comida a domicilio,389
6478,Fondos de Inversión,NA,06/05/2024,14:39:15,NA,"$2,200.00",Banorte,Sector Financiero,611
9980,Tarjeta de débito,Amazon 78,07/03/2024,11:55:51,Artículo 15,"$6,484.00",Amazon,Entretenimiento,501
7555,Fondos de Inversión,NA,06/21/2024,22:12:40,NA,"$7,877.00",Banorte,Sector Financiero,659
9876,Fondos de Inversión,NA,06/18/2024,00:35:36,NA,"$2,620.00",Banorte,Sector Financiero,591
5231,Tarjeta de débito,Liverpool 994,07/02/2024,00:38:28,Artículo 32,"$1,344.00",Liverpool,Entretenimiento,406
1234,Afore,NA,06/29/2024,12:28:35,NA,"$1,786.00",Banorte,Sector Financiero,571
8765,Tarjeta de crédito,Starbucks 814,06/23/2024,06:21:13,Artículo 7,"$1,268.00",Starbucks,Retail,480
7555,Tarjeta de débito,Banorte 52,06/06/2024,12:25:25,Artículo 28,"$7,476.00",Banorte,Electronics,659
6478,Tarjeta de crédito,Mercado Libre 3,06/18/2024,20:22:01,Artículo 50,"$6,977.00",Mercado Libre,Restaurant,611
5231,Tarjeta de crédito,Walmart 499,06/28/2024,05:50:12,Artículo 29,"$9,519.00",Walmart,Restaurant,406
2002,Tarjeta de débito,Liverpool 61,06/08/2024,06:26:38,Artículo 21,"$3,625.00",Liverpool,E-commerce,389
8765,Afore,NA,07/03/2024,02:17:33,NA,"$5,482.00",Banorte,Sector Financiero,480
7555,Afore,NA,06/10/2024,18:33:26,NA,"$2,571.00",Banorte,Sector Financiero,659
1001,Tarjeta de débito,El Palacio de Hierro 800,06/29/2024,23:19:32,Artículo 29,$636.00,El Palacio de Hierro,Supermercado,736
9980,Tarjeta de crédito,Starbucks 991,06/17/2024,08:07:44,Artículo 10,"$5,293.00",Starbucks,Alimentos y bebidas,501
9876,Tarjeta de débito,Sanborns 856,06/23/2024,07:16:16,Artículo 42,"$7,415.00",Sanborns,Entretenimiento,591
7555,Fondos de Inversión,NA,06/29/2024,00:25:25,NA,"$2,318.00",Banorte,Sector Financiero,659
9876,Fondos de Inversión,NA,06/27/2024,01:50:10,NA,"$8,770.00",Banorte,Sector Financiero,591
9980,Afore,NA,06/28/2024,16:02:21,NA,"$6,031.00",Banorte,Sector Financiero,501
6478,Afore,NA,06/15/2024,13:49:58,NA,"$9,950.00",Banorte,Sector Financiero,611
1001,Tarjeta de débito,El Palacio de Hierro 274,06/28/2024,04:14:53,Artículo 17,"$4,713.00",El Palacio de Hierro,Entretenimiento,736
8765,Afore,NA,06/28/2024,06:04:07,NA,"$7,049.00",Banorte,Sector Financiero,480
9980,Fondos de Inversión,NA,06/25/2024,10:24:37,NA,"$8,895.00",Banorte,Sector Financiero,501
7555,Afore,NA,06/15/2024,16:26:25,NA,"$7,478.00",Banorte,Sector Financiero,659
8765,Afore,NA,06/27/2024,03:19:57,NA,"$9,043.00",Banorte,Sector Financiero,480
1234,Afore,NA,06/06/2024,02:21:57,NA,$649.00,Banorte,Sector Financiero,571
5231,Tarjeta de débito,Mercado Libre 487,06/25/2024,22:17:49,Artículo 40,"$9,265.00",Mercado Libre,Supermercado,406
5432,Afore,NA,07/04/2024,06:35:13,NA,"$7,443.00",Banorte,Sector Financiero,737
2002,Tarjeta de débito,Sanborns 766,06/18/2024,13:29:19,Artículo 45,"$6,587.00",Sanborns,Tecnología,389
5231,Fondos de Inversión,NA,06/07/2024,01:13:54,NA,"$1,433.00",Banorte,Sector Financiero,406
1001,Tarjeta de crédito,Uber Eats 605,06/06/2024,23:35:39,Artículo 4,"$5,707.00",Uber Eats,Entretenimiento,736
6478,Fondos de Inversión,NA,06/08/2024,04:01:06,NA,"$2,888.00",Banorte,Sector Financiero,611
1234,Afore,NA,06/06/2024,23:41:01,NA,"$2,068.00",Banorte,Sector Financiero,571
9980,Tarjeta de crédito,Uber Eats 175,06/21/2024,18:23:22,Artículo 38,"$3,602.00",Uber Eats,Restaurant,501
6478,Fondos de Inversión,NA,06/30/2024,15:42:59,NA,"$1,539.00",Banorte,Sector Financiero,611
8765,Afore,NA,07/02/2024,05:12:05,NA,"$8,563.00",Banorte,Sector Financiero,480
7555,Afore,NA,06/12/2024,17:57:00,NA,"$2,804.00",Banorte,Sector Financiero,659
8765,Tarjeta de débito,Walmart 730,06/24/2024,23:01:24,Artículo 39,"$1,072.00",Walmart,Alimentos y bebidas,480
2002,Afore,NA,06/19/2024,17:22:54,NA,"$7,998.00",Banorte,Sector Financiero,389
5432,Tarjeta de crédito,Cinemex 838,06/29/2024,13:11:23,Artículo 41,"$5,983.00",Cinemex,Tecnología,737
9980,Fondos de Inversión,NA,06/26/2024,21:43:01,NA,"$8,406.00",Banorte,Sector Financiero,501
6478,Fondos de Inversión,NA,06/06/2024,21:28:40,NA,"$4,625.00",Banorte,Sector Financiero,611
6478,Afore,NA,06/13/2024,07:08:58,NA,"$7,917.00",Banorte,Sector Financiero,611
9876,Tarjeta de débito,Mercado Libre 108,06/15/2024,06:44:17,Artículo 18,"$8,220.00",Mercado Libre,Retail,591
1234,Fondos de Inversión,NA,06/12/2024,23:12:06,NA,"$5,992.00",Banorte,Sector Financiero,571
9980,Afore,NA,06/07/2024,11:19:10,NA,"$3,048.00",Banorte,Sector Financiero,501
6478,Tarjeta de crédito,Uber Eats 118,06/15/2024,11:05:48,Artículo 5,"$4,158.00",Uber Eats,Electronics,611
7555,Afore,NA,06/11/2024,16:59:22,NA,"$1,522.00",Banorte,Sector Financiero,659
9876,Tarjeta de crédito,Banorte 766,06/04/2024,08:06:29,Artículo 17,"$4,760.00",Banorte,Retail,591
6478,Afore,NA,06/13/2024,20:28:45,NA,"$7,320.00",Banorte,Sector Financiero,611
7555,Afore,NA,06/29/2024,07:29:41,NA,"$8,914.00",Banorte,Sector Financiero,659
1234,Afore,NA,06/27/2024,14:48:40,NA,"$4,615.00",Banorte,Sector Financiero,571
5231,Tarjeta de crédito,El Palacio de Hierro 365,06/30/2024,09:33:20,Artículo 2,"$3,734.00",El Palacio de Hierro,E-commerce,406
5231,Tarjeta de crédito,Liverpool 488,07/02/2024,13:41:04,Artículo 20,"$4,104.00",Liverpool,Electronics,406
8765,Tarjeta de crédito,Oxxo 290,06/23/2024,00:50:37,Artículo 7,"$9,660.00",Oxxo,Supermercado,480
1001,Fondos de Inversión,NA,06/16/2024,08:58:38,NA,"$9,481.00",Banorte,Sector Financiero,736
9876,Fondos de Inversión,NA,06/12/2024,09:57:41,NA,"$4,299.00",Banorte,Sector Financiero,591
9876,Tarjeta de débito,Soriana 754,06/17/2024,20:18:55,Artículo 17,"$3,282.00",Soriana,Entretenimiento,591
9980,Tarjeta de débito,Walmart 737,06/21/2024,21:41:05,Artículo 16,"$8,149.00",Walmart,Electronics,501
5432,Afore,NA,06/22/2024,23:45:46,NA,$952.00,Banorte,Sector Financiero,737
2002,Tarjeta de débito,Sanborns 747,07/03/2024,10:44:01,Artículo 30,"$5,305.00",Sanborns,Electronics,389
5432,Afore,NA,06/08/2024,10:45:05,NA,"$1,054.00",Banorte,Sector Financiero,737
8765,Tarjeta de crédito,Chedraui 460,06/14/2024,19:54:22,Artículo 7,"$4,390.00",Chedraui,Clothing,480
6478,Fondos de Inversión,NA,06/04/2024,17:11:53,NA,"$7,777.00",Banorte,Sector Financiero,611
8765,Fondos de Inversión,NA,06/07/2024,14:48:46,NA,"$4,569.00",Banorte,Sector Financiero,480
5231,Afore,NA,06/22/2024,23:56:23,NA,"$3,701.00",Banorte,Sector Financiero,406
6478,Afore,NA,06/10/2024,20:40:44,NA,"$4,191.00",Banorte,Sector Financiero,611
5231,Afore,NA,06/22/2024,13:18:50,NA,"$6,694.00",Banorte,Sector Financiero,406
6478,Fondos de Inversión,NA,06/28/2024,14:52:17,NA,"$1,314.00",Banorte,Sector Financiero,611
1234,Afore,NA,06/21/2024,17:22:35,NA,"$5,222.00",Banorte,Sector Financiero,571
9980,Tarjeta de débito,El Palacio de Hierro 977,06/08/2024,12:51:46,Artículo 3,$182.00,El Palacio de Hierro,Electronics,501
6478,Afore,NA,06/14/2024,23:27:33,NA,"$1,310.00",Banorte,Sector Financiero,611
7555,Fondos de Inversión,NA,06/08/2024,09:17:55,NA,"$6,439.00",Banorte,Sector Financiero,659
6478,Fondos de Inversión,NA,07/03/2024,02:09:48,NA,"$1,016.00",Banorte,Sector Financiero,611
2002,Fondos de Inversión,NA,06/19/2024,17:39:10,NA,"$3,479.00",Banorte,Sector Financiero,389
9980,Tarjeta de débito,Uber Eats 464,07/02/2024,18:14:48,Artículo 49,"$3,174.00",Uber Eats,Retail,501
7555,Tarjeta de crédito,Walmart 910,06/30/2024,23:22:00,Artículo 6,"$3,469.00",Walmart,Comida a domicilio,659
7555,Tarjeta de crédito,Liverpool 411,07/01/2024,13:36:49,Artículo 18,"$1,344.00",Liverpool,E-commerce,659
9876,Tarjeta de crédito,Starbucks 260,06/28/2024,07:44:49,Artículo 5,"$2,393.00",Starbucks,E-commerce,591
9980,Fondos de Inversión,NA,07/01/2024,02:24:57,NA,"$8,563.00",Banorte,Sector Financiero,501
8765,Tarjeta de crédito,Spotify 687,06/23/2024,02:15:09,Artículo 33,"$7,675.00",Spotify,Entretenimiento,480
9876,Afore,NA,06/29/2024,02:05:57,NA,"$3,846.00",Banorte,Sector Financiero,591
8765,Fondos de Inversión,NA,06/05/2024,14:54:30,NA,"$7,374.00",Banorte,Sector Financiero,480
9980,Tarjeta de crédito,Sanborns 265,06/05/2024,11:15:29,Artículo 1,"$8,658.00",Sanborns,Supermercado,501
8765,Fondos de Inversión,NA,06/15/2024,07:11:46,NA,"$3,175.00",Banorte,Sector Financiero,480
1234,Fondos de Inversión,NA,06/08/2024,12:19:50,NA,"$7,220.00",Banorte,Sector Financiero,571
9980,Tarjeta de crédito,Soriana 859,06/10/2024,08:50:35,Artículo 15,"$2,139.00",Soriana,Alimentos y bebidas,501
8765,Tarjeta de débito,El Palacio de Hierro 33,06/13/2024,21:16:32,Artículo 23,"$9,116.00",El Palacio de Hierro,E-commerce,480
5231,Fondos de Inversión,NA,07/02/2024,21:18:51,NA,"$1,248.00",Banorte,Sector Financiero,406
2002,Tarjeta de débito,Mercado Libre 20,07/03/2024,14:56:56,Artículo 8,"$4,935.00",Mercado Libre,E-commerce,389
2002,Afore,NA,06/09/2024,13:49:47,NA,"$4,438.00",Banorte,Sector Financiero,389
5231,Tarjeta de crédito,iShop 942,06/27/2024,19:55:23,Artículo 16,"$5,569.00",iShop,E-commerce,406
7555,Tarjeta de débito,Chedraui 422,06/25/2024,19:55:10,Artículo 26,"$3,515.00",Chedraui,Clothing,659
2002,Tarjeta de crédito,Soriana 905,06/04/2024,23:05:24,Artículo 47,"$2,052.00",Soriana,E-commerce,389
9980,Afore,NA,06/04/2024,01:35:41,NA,"$1,355.00",Banorte,Sector Financiero,501
6478,Tarjeta de débito,Soriana 379,06/29/2024,22:29:49,Artículo 19,"$6,870.00",Soriana,Alimentos y bebidas,611
8765,Tarjeta de crédito,El Palacio de Hierro 452,06/25/2024,09:08:34,Artículo 2,"$7,901.00",El Palacio de Hierro,Restaurant,480
5231,Tarjeta de débito,Amazon 489,06/07/2024,18:52:58,Artículo 45,"$1,888.00",Amazon,Supermercado,406
9980,Afore,NA,06/07/2024,19:57:54,NA,"$1,491.00",Banorte,Sector Financiero,501
2002,Tarjeta de crédito,Liverpool 124,06/25/2024,10:52:33,Artículo 4,"$6,469.00",Liverpool,Comida a domicilio,389
9980,Tarjeta de crédito,iShop 249,06/17/2024,17:08:22,Artículo 35,"$6,549.00",iShop,Comida a domicilio,501
1001,Afore,NA,06/23/2024,14:58:15,NA,"$9,025.00",Banorte,Sector Financiero,736
2002,Fondos de Inversión,NA,06/23/2024,02:11:54,NA,$61.00,Banorte,Sector Financiero,389
6478,Fondos de Inversión,NA,06/22/2024,11:08:36,NA,"$2,633.00",Banorte,Sector Financiero,611
1234,Afore,NA,06/26/2024,06:16:16,NA,$720.00,Banorte,Sector Financiero,571
1234,Tarjeta de débito,Amazon 812,06/30/2024,12:46:54,Artículo 13,"$9,879.00",Amazon,E-commerce,571
9876,Fondos de Inversión,NA,06/24/2024,11:36:52,NA,"$9,698.00",Banorte,Sector Financiero,591
2002,Tarjeta de crédito,Liverpool 373,06/18/2024,22:41:49,Artículo 5,"$7,621.00",Liverpool,Alimentos y bebidas,389
8765,Fondos de Inversión,NA,06/14/2024,20:49:59,NA,"$7,657.00",Banorte,Sector Financiero,480
7555,Tarjeta de crédito,Cinemex 79,06/30/2024,01:42:58,Artículo 21,"$8,331.00",Cinemex,Tecnología,659
5432,Afore,NA,06/24/2024,18:55:48,NA,"$1,705.00",Banorte,Sector Financiero,737
9876,Tarjeta de crédito,iShop 409,06/20/2024,20:54:57,Artículo 34,"$7,348.00",iShop,E-commerce,591
5432,Fondos de Inversión,NA,06/07/2024,20:49:17,NA,$101.00,Banorte,Sector Financiero,737
5231,Tarjeta de débito,Banorte 99,06/10/2024,06:14:39,Artículo 42,"$5,062.00",Banorte,Tecnología,406
9876,Fondos de Inversión,NA,06/22/2024,06:21:12,NA,"$2,350.00",Banorte,Sector Financiero,591
8765,Fondos de Inversión,NA,07/01/2024,02:53:27,NA,"$9,708.00",Banorte,Sector Financiero,480
7555,Afore,NA,06/26/2024,19:02:49,NA,"$9,554.00",Banorte,Sector Financiero,659
8765,Tarjeta de débito,El Palacio de Hierro 401,06/27/2024,08:40:35,Artículo 32,"$7,072.00",El Palacio de Hierro,Comida a domicilio,480
6478,Fondos de Inversión,NA,06/17/2024,04:10:51,NA,"$4,243.00",Banorte,Sector Financiero,611
8765,Tarjeta de crédito,Starbucks 445,06/24/2024,22:55:27,Artículo 39,"$9,323.00",Starbucks,Clothing,480
7555,Tarjeta de crédito,Sanborns 110,07/03/2024,06:21:05,Artículo 32,"$4,768.00",Sanborns,Retail,659
5432,Tarjeta de crédito,Cinemex 372,06/30/2024,04:26:15,Artículo 47,"$5,910.00",Cinemex,Clothing,737
1234,Afore,NA,07/04/2024,20:21:50,NA,"$9,727.00",Banorte,Sector Financiero,571
1234,Afore,NA,06/24/2024,05:17:59,NA,$478.00,Banorte,Sector Financiero,571
8765,Fondos de Inversión,NA,06/06/2024,05:45:20,NA,"$7,466.00",Banorte,Sector Financiero,480
1001,Afore,NA,06/23/2024,10:16:12,NA,"$4,906.00",Banorte,Sector Financiero,736
1001,Tarjeta de crédito,Mercado Libre 555,06/06/2024,15:54:27,Artículo 37,"$6,548.00",Mercado Libre,Clothing,736
7555,Fondos de Inversión,NA,06/29/2024,17:11:45,NA,"$3,047.00",Banorte,Sector Financiero,659
9980,Tarjeta de débito,Amazon 690,06/21/2024,14:39:01,Artículo 30,"$7,970.00",Amazon,Clothing,501
5432,Tarjeta de débito,El Palacio de Hierro 472,06/15/2024,10:09:33,Artículo 30,"$9,893.00",El Palacio de Hierro,Electronics,737
2002,Fondos de Inversión,NA,06/22/2024,02:03:24,NA,"$7,108.00",Banorte,Sector Financiero,389
9876,Tarjeta de débito,Liverpool 163,06/07/2024,16:10:30,Artículo 31,"$2,444.00",Liverpool,Tecnología,591
7555,Afore,NA,07/02/2024,05:46:38,NA,"$8,552.00",Banorte,Sector Financiero,659
1001,Afore,NA,06/29/2024,00:15:42,NA,"$1,706.00",Banorte,Sector Financiero,736
9980,Tarjeta de crédito,Chedraui 576,06/21/2024,08:23:47,Artículo 29,"$1,418.00",Chedraui,Supermercado,501
9876,Afore,NA,06/14/2024,12:57:35,NA,"$3,675.00",Banorte,Sector Financiero,591
1234,Tarjeta de crédito,Sanborns 923,06/14/2024,17:41:30,Artículo 10,"$9,537.00",Sanborns,Entretenimiento,571
2002,Tarjeta de débito,Chedraui 897,06/25/2024,05:34:36,Artículo 45,"$2,980.00",Chedraui,Tecnología,389
8765,Tarjeta de crédito,Soriana 745,06/24/2024,11:51:39,Artículo 33,$777.00,Soriana,E-commerce,480
6478,Tarjeta de débito,Soriana 814,06/26/2024,20:29:37,Artículo 30,"$4,118.00",Soriana,Alimentos y bebidas,611
2002,Afore,NA,06/06/2024,23:22:55,NA,"$9,735.00",Banorte,Sector Financiero,389
5231,Tarjeta de débito,iShop 375,07/01/2024,01:34:04,Artículo 47,"$1,561.00",iShop,Clothing,406
6478,Tarjeta de crédito,Starbucks 320,06/30/2024,11:34:52,Artículo 39,$627.00,Starbucks,Comida a domicilio,611
6478,Fondos de Inversión,NA,06/23/2024,11:11:41,NA,"$2,784.00",Banorte,Sector Financiero,611
8765,Fondos de Inversión,NA,06/16/2024,23:58:11,NA,$479.00,Banorte,Sector Financiero,480
1234,Tarjeta de débito,Banorte 44,06/06/2024,13:01:35,Artículo 15,$245.00,Banorte,Electronics,571
5432,Tarjeta de débito,Liverpool 346,06/08/2024,08:13:22,Artículo 10,"$8,103.00",Liverpool,Retail,737
2002,Tarjeta de crédito,Starbucks 865,07/03/2024,09:35:22,Artículo 45,$955.00,Starbucks,Clothing,389
5432,Tarjeta de crédito,Amazon 562,07/04/2024,16:14:29,Artículo 46,"$3,060.00",Amazon,Supermercado,737
2002,Afore,NA,06/15/2024,20:01:07,NA,$120.00,Banorte,Sector Financiero,389
1234,Fondos de Inversión,NA,06/23/2024,14:44:44,NA,"$9,993.00",Banorte,Sector Financiero,571
1234,Tarjeta de débito,El Palacio de Hierro 504,06/22/2024,07:53:30,Artículo 43,"$6,206.00",El Palacio de Hierro,Supermercado,571
9876,Afore,NA,06/29/2024,22:16:56,NA,"$4,845.00",Banorte,Sector Financiero,591
2002,Afore,NA,06/28/2024,08:52:34,NA,$133.00,Banorte,Sector Financiero,389
1234,Afore,NA,06/29/2024,08:44:07,NA,"$1,914.00",Banorte,Sector Financiero,571
